Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Argents Hill Drive Homeowners Association,8812-1994,SUB,42,(702) 645-1210,Adept Management Services Inc,5550 Painted Mirage Rd Ste 320,Las Vegas,NV,89149,Clark,ADEPT MANAGEMENT SERVICES INC,5550 painted mirage rd,adept management service,7026451210,adept management service,adept management service,adept management service,False
Arianna Ridge Homeowners Association,0515642005-7,REG,30,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Arista Homeowners' Association,0257342014-9,REG,51,(702) 869-0937,Prime Community Management,181 N Arroyo Grande Blvd Ste 25,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Arlington Ranch Estates Homeowners Association,8387-2004,REG,137,(702) 754-6313,Sierra Community Management,"6280 S Valley View Blvd, Suite 310",Las Vegas,NV,89118,Clark,SIERRA COMMUNITY MANAGEMENT,6280 s valley view blvd,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
Arlington Ranch Landscape Maintenance Association,8386-2004,REG,1232,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Arlington Ranch Manor Homeowners Association,8389-2004,REG,160,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Arlington Towers Homeowners Association,5587-1980,REG,194,(775) 674-8000,Kenyon & Associates,645 Sierra Rose Dr Ste 104,Reno,NV,89511,Washoe,KENYON & ASSOCIATES,645 sierra rose dr,kenyon associate,7756748000,kenyon associate,kenyon associate,kenyon associate,False
Arlington West Manor Homeowners Association,0843812006-6,REG,48,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Arlington West Twilight Homeowners Association,0843092005-7,REG,131,(702) 869-0937,Prime Community Management,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Arrowcreek Homeowners Association,9936-1997,REG,1090,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Arrowhead Estates Homeowners Association,2111-1981,REG,68,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Arrowhead Pointe Owners Association Inc,8583-1995,REG,112,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Arroyo Canyon Homeowners Association,0562382005-2,REG,63,(702) 655-7064,Las Vegas Valley Community Management,7571 Tule Springs Road,Las Vegas,NV,89131,Clark,LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 tule spring rd,las vega valley community management,7026557064,las vega valley community management,las vega valley community management,las vega valley community management,False
Arroyo Grande Landscape Maintenance Association,8510-2000,REG,316,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Arroyo Mesa Townhomes Homeowners Association,21220-2000,REG,240,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Arroyo Summit Homeowners Association,0325252012-9,REG,22,(702) 365-6720,First Columbia Community Managers Inc,Po Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGERS INC,po box 28759,first columbia community manager,7023656720,first columbia community management,first columbia community management,first columbia community management,True
Artesia Owners Association,26226-1999,REG,874,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Artesian Homeowners Association,0024732017-8,REG,122,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Ascaya Owners Association,0398282008-3,REG,400,(786) 517-2929,Ctf Development Inc,1450 Brickwell Ave Ste 2620,Miami,FL,33133,,CTF DEVELOPMENT INC,1450 brickwell ave,ctf development,7865172929,ctf development,ctf development,ctf development,False
Ascente Homeowners Association,24203-2002,REG,46,(702) 448-8118,Compass Community Management Llc,500 N Rainbow Ste 300,Las Vegas,NV,89107,Clark,COMPASS COMMUNITY MANAGEMENT LLC,500 n rainbow,compass community management,7024488118,compass community management,compass community management,compass community management,False
Ascher Creek Homeowners Association,0107472016-5,REG,36,(702) 735-9450,Taylor Association Management,259 N. Pecos Rd. #100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd 100,taylor association management,7027359450,taylor association management,taylor association management,taylor association management,False
Ashcroft At North Ranch Community Association,1542342019-3,REG,109,(702) 318-7070,Seabreeze Management,9205 W Russell Rd Suite 240,Las Vegas,NV,89148,Clark,SEABREEZE MANAGEMENT,9205 w russell rd,seabreeze management,7023187070,seabreeze management,seabreeze management,seabreeze management,False
Ashford Park Homeowners Association,8490-1996,REG,96,(702) 982-2587,Nevada'S Finest Properties,3568 E Russell Rd Ste A,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Ashley Ridge Association,30639-2003,REG,200,(702) 982-0430,Desert Community Management,6240 N Durango Dr Ste 115,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT,6240 n durango dr,desert community management,7029820430,desert community management,desert community management,desert community management,False
Ashmore Homeowners Association,0602442015-1,REG,148,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Ashton Park @ Summerlin West Community Association,SAME AS MASTER,SAM,117,(702) 791-4600,Howard Hughes Corporation,10801 W Charleston Blvd 33D Fl,Las Vegas,NV,89135,Clark,HOWARD HUGHES CORPORATION,10801 w charleston blvd 33d fl,howard hughe,7027914600,howard hughe,howard hughe,howard hughe,False
Ashton Place Maintenance Corporation,20018-2004,REG,88,(702) 795-3344,Associa Nevada South,7670 W. Lake Mead Blvd Ste 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Aspen Glen @ Summerlin North,SAME AS MASTER,SAM,130,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Aspen Hills Ii Association,27887-1998,REG,206,(702) 851-7660,Nicklin Community Management Services,375 N Stephanie Ste. 911,Henderson,NV,89014,Clark,NICKLIN COMMUNITY MANAGEMENT SERVICES,375 n stephanie,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Aspen Meadows Homeowners Association,30597-2000,SUB,113,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Aspen Peak Homeowners Association Inc,21791-2003,REG,300,(702) 202-4330,P&G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark,P&G ASSOCIATION MANAGEMENT,129 w lake mead pkwy,pg association management,7022024330,p g association management,p g association management,p g association management,True
Aspen Woods Owners Association,10786-1992,REG,15,(775) 831-5345,Swiss Time Management,Po Box 6005,Incline Village,NV,89450,Washoe,SWISS TIME MANAGEMENT,po box 6005,swiss time management,7758315345,swiss time management,swiss time management,swiss time management,False
Aspire @ Mountain'S Edge,SAME AS MASTER,SAM,59,,Capital Consulting Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark,CAPITAL CONSULTING MANAGEMENT CORPORATION,8090 blue diamond rd,capital consulting management,,,capital consultant management,capital consultant management,True
Association Of Homeowners Of Tiburon Estates - 3,4689-1978,REG,211,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Astoria Estates Property Owners Association,7689-1989,REG,7,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Astoria Iron Mountain Homeowners' Association,20500-1999,REG,178,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Astoria Trails North Homeowners Association,8741-1999,REG,156,(702) 869-0937,Prime Community Management,181 N. Arroyo Grande Blvd #125,Henderson,NV,89108,Clark,PRIME COMMUNITY MANAGEMENT,181 n arroyo grande blvd 125,prime community management,7028690937,prime community management,prime community management,prime community management,False
Astoria Trails South Homeowners Association,10230-1999,REG,225,(702) 655-7064,Las Vegas Valley Community Management,Po Box 750266,Las Vegas,NV,89136,Clark,LAS VEGAS VALLEY COMMUNITY MANAGEMENT,po box 750266,las vega valley community management,7026557064,las vega valley community management,las vega valley community management,las vega valley community management,False
Atrium Gardens Homeowners Association,6726-1981,REG,208,(702) 365-6720,First Columbia Community Management Inc,Po Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,po box 28759,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Auburn And Bradford At Providence Homeowners' Association,0035752006-0,SUB,275,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Augusta Belford And Ellingwood Homeowners Association,0819242005-6,SUB,250,(702) 515-2042,Thoroughbred Management Inc,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT INC,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Aurora 1 Homeowners Association,25653-1997,REG,78,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Aurora Association,7816-2002,REG,112,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Aurora Canyon Homeowners Association,6021-2001,REG,123,702-362-6262,Terra West Management Services,6655 S Cimarron Ave Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,6655 s cimarron ave,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Aurora Estates Owners Association Inc,17194-1999,REG,21,(702) 754-0000,Integrity Based Management Llc,5715 S.Sandhill Rd,Las Vegas,NV,89120,Clark,INTEGRITY BASED MANAGEMENT LLC,5715 ssandhill rd,integrity based management,7027540000,integrity based management,integrity based management,integrity based management,False
Aurora Glen Homeowners Association,559-1999,REG,78,(702) 645-1210,Adept Management Services Inc,5550 Painted Mirage Rd Ste 320,Las Vegas,NV,89149,Clark,ADEPT MANAGEMENT SERVICES INC,5550 painted mirage rd,adept management service,7026451210,adept management service,adept management service,adept management service,False
Aurora Heights Homeowners Association,0372822018-1,REG,82,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Aurora Highlands Homeowners Association,26828-1999,REG,78,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Aurora Hills Homeowners' Association,0219092015-3,REG,121,(702) 992-7211,"Desert Living, Inc.",8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,"DESERT LIVING, INC.",8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,False
