Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
ANN LOSEE HOMEOWNERS ASSOCIATION,0674752005-2,REG,264,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,sierra community management,sierra community management,adept management service,sierra community management,8020 w sahara ave,False
ANNENDALE HOMEOWNERS ASSOCIATION,35191-2001,REG,194,(702) 990-9707,C/O KALLFELZ TEAM DBA HOA MANAGEMENT,2701 N TENAYA WAY STE 130,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
ANSEDONIA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,23882-2003,SUB,160,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
ANTELOPE CANYON HOMEOWNERS ASSOCIATION,17971-1997,REG,102,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ANTELOPE HOMEOWNERS' ASSOCIATION,14176-2004,REG,292,(702) 577-3500,C/O ON THE BALL,1180 N TOWN CENTER DR #100,LAS VEGAS,NV,89144,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave,False
"ANTHEM COUNTRY CLUB COMMUNITY ASSOCIATION, INC.",14326-1998,REG,1647,(702) 997-9250,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ANTHEM HIGHLANDS COMMUNITY ASSOCIATION,18706-2003,MSTR,1549,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ANTIGUA MAINTENANCE CORPORATION,27048-2000,REG,264,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"APACHE HILLS HOME OWNERS' ASSOCIATION, INC.",12648-2003,REG,88,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
APACHE SPRINGS HOMEOWNERS ASSOCIATION,956-1994,REG,146,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3720 OQUENDO RD STE 101,LAS VEGAS,NV,89118,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
APPALOOSA CANYON/QUARTERHORSE FALLS HOMEOWNERS ASSOCIATION,2484-2000,REG,339,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVENUE,LAS VEGAS,NV,89123,Clark,associa,associa,associa,associa,10509 professional cir,False
APPROACH 80 HOMEOWNERS ASSOCIATION,7239-1981,REG,38,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE #100,N LAS VEGAS,NV,89031,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
AQUA HOMEOWNERS ASSOCIATION,34137812023-8,REG,25,(702) 835-6904,,SUNNY WILCOXEN,LAS VEGAS,NV,89113,Clark,,,,,,
ARAGON HOMEOWNERS' ASSOCIATION,0112782015-8,REG,143,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89183,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR GLEN HOMEOWNERS ASSOCIATION,0053052006-8,REG,147,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3720 W OQUENDO RD STE 101,LAS VEGAS,NV,89118,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ARBOR GROVE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,165,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,po box 95606,False
"ARBOR LANE LANDSCAPE MAINTENANCE ASSOCIATION, INC",9376-2000,REG,261,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
ARBOR PARK COMMUNITY ASSOCIATION,2024-2000,REG,160,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR VIEW @ SUMMERLIN NORTH,SAME AS MASTER,SAM,88,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management,3260 fountain fall way 1026,False
ARBOR VILLAS HOMEOWNERS ASSOCIATION,0087732019-5,REG,147,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,ctf development,terra west management service,terra west management service,ctf development,1450 brickell ave,True
"ARBORS OWNERS ASSOCIATION INC, THE",3100-1984,REG,159,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,"3100 WEST SAHARA AVE., SUITE 203",LAS VEGAS,NV,89102,Clark,associa,associa,associa,associa,7670 w lake mead,False
ARBUCKLE DRIVE HOMEOWNERS ASSOCIATION,6425-1992,SUB,48,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,7495 W AZURE DRIVE STE 140-D,LAS VEGAS,NV,89149,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,10501 w gowan rd,False
ARCADIA COMMUNITY ASSOCIATION,18622262021-5,REG,232,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENENE AVE,NORTH LAS VEGAS,NV,89032,Clark,terra west management,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,True
"ARCHES HOMEOWNERS ASSOCIATION, THE",27716162022-2,SUB,51,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W. SUNSET RD #100,,NV,89113,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd 100,False
ARDEN HEIGHTS COMMUNITY ASSOCIATION,27371242022-3,REG,21,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
ARDEN PARK HOMEOWNERS' ASSOCIATION,0142012009-5,REG,40,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ARDIENTE HOMEOWNERS ASSOCIATION,0362832005-5,REG,788,(725) 258-5611,C/O SEABREEZE MANAGEMENT COMPANY,8329 W SUNSET RD STE 270,LAS VEGAS,NV,89113,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
ARGENTS HILL DRIVE HOMEOWNERS ASSOCIATION,8812-1994,SUB,42,(702) 645-1210,C/O SIERRA COMMUNITY MANAGEMENT,8020 W SAHARA AVE STE 260,LAS VEGAS,NV,89117,Clark,desert community management,desert community management,desert community management,desert community management,6240 n durango dr,False
ARIANNA RIDGE HOMEOWNERS ASSOCIATION,0515642005-7,REG,30,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,camco,camco,camco,camco,po box 400518,False
ARIES & NOVA POINTE HOMEOWNERS ASSOCIATION,15641962021-7,SUB,319,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE SUITE 130,LAS VEGAS,NV,89118,Clark,howard hughe,howard hughe,howard hughe,howard hughe,10801 w charleston blvd 33d fl,False
ARISTA HOMEOWNERS' ASSOCIATION,0257342014-9,REG,51,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
ARLINGTON RANCH ESTATES HOMEOWNERS ASSOCIATION,8387-2004,REG,137,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,8020 W SAHARA AVE STE 260,LAS VEGAS,NV,89117,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
ARLINGTON RANCH LANDSCAPE MAINTENANCE ASSOCIATION,8386-2004,REG,1233,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie,False
ARLINGTON RANCH MANOR HOMEOWNERS ASSOCIATION,8389-2004,REG,160,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARLINGTON TOWERS HOMEOWNERS ASSOCIATION,5587-1980,REG,194,(775) 284-4434,"C/O WESTERN NEVADA MANAGEMENT, INC","255 W PECKHAM LANE, SUITE 2",RENO,NV,89509,Washoe,swiss time management,swiss time property management,swiss time property management,swiss time management,po box 6005,True
ARLINGTON WEST MANOR HOMEOWNERS ASSOCIATION,0843812006-6,REG,48,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,capital consultant management,capital consultant management,,capital consultant management,8090 blue diamond rd,False
ARLINGTON WEST TWILIGHT HOMEOWNERS ASSOCIATION,0843092005-7,REG,131,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARMANO HOMEOWNERS ASSOCIATION,13032782021-3,SUB,93,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARROWCREEK HOMEOWNERS ASSOCIATION,9936-1997,REG,1090,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARROWHEAD ESTATES HOMEOWNERS ASSOCIATION,2111-1981,REG,68,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ARROWHEAD POINTE OWNERS ASSOCIATION INC,8583-1995,REG,112,(702) 362-0318,C/O PERFORMANCE CAM,5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
ARROYO CANYON HOMEOWNERS ASSOCIATION,0562382005-2,REG,63,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave,False
ARROYO CROSSING HOMEOWNERS ASSOCIATION,36698282023-7,REG,265,(775) 856-8433,,BOB GIBSON,RENO,NV,89502,Washoe,,,,,,
ARROYO GRANDE LANDSCAPE MAINTENANCE ASSOCIATION,8510-2000,REG,316,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
ARROYO MESA TOWNHOMES HOMEOWNERS ASSOCIATION,21220-2000,REG,240,(702) 933-7764,"C/O REAL PROPERTIES MANAGEMENT GROUP, INC",PO BOX 95606,LAS VEGAS,NV,89193,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ARROYO SUMMIT HOMEOWNERS ASSOCIATION,0325252012-9,REG,22,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,camco,camco,camco,camco,po box 400518,False
ARTESIA OWNERS ASSOCIATION,26226-1999,REG,874,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARTESIAN HOMEOWNERS ASSOCIATION,0024732017-8,REG,32,(702) 434-5890,C/O GRISWOLD REAL ESTATE MANAGEMENT,3260 FOUNTAIN FALLS WAY #1026,N LAS VEGAS,NV,89032,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron ave,False
ASCAYA OWNERS ASSOCIATION,0398282008-3,REG,313,(702) 639-8410,C/O CTF DEVELOPMENT LLC,1450 BRICKELL AVENUE SUITE 2620,MIAMI,FL,33131,,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley parkway 821,False
ASCENT COMMUNITY ASSOCIATION,11595032021-9,SUB,137,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD SUITE 100,LAS VEGAS,NV,89128,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
ASCENT HOMEOWNERS ASSOCIATION,8750842020-4,REG,20,(702) 395-2399,C/O TRITON HOA SERVICES LLC,"10501 WEST GOWAN ROAD, SUITE 260",N LAS VEGAS,NV,89129,Clark,camco,camco,camco,camco,po box 400518,False
ASCENTE HOMEOWNERS ASSOCIATION,24203-2002,REG,46,(702) 362-6262,C/O TERRA WEST MANAGEMENT,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,camco,camco,camco,camco,po box 400518,False
ASCHER CREEK HOMEOWNERS ASSOCIATION,0107472016-5,REG,36,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N. PECOS RD. #100,HENDERSON,NV,89074,Clark,desert living,desert living,desert living,desert living,8925 s peco rd,False
ASHCROFT AT NORTH RANCH COMMUNITY ASSOCIATION,1542342019-3,REG,109,(702) 362-0318,C/O PERFORMANCE CAM,5135 CAMINO AL NORTE STE 100,NORTH LAS VEGAS,NV,89031,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ASHEVILLE COMMUNITY ASSOCIATION,16174642021-9,REG,45,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,10501 w gowan rd,False
ASHFORD PARK HOMEOWNERS ASSOCIATION,8490-1996,REG,96,(702) 982-2587,C/O NEVADAS FINEST PROPERTIES,3568 E RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,camco,camco,camco,camco,po box 400518,False
ASHLEY RIDGE ASSOCIATION,30639-2003,REG,200,(702) 982-0430,"C/O DESERT COMMUNITY MANAGEMENT, LLC",6240 N DURANGO DR STE 115,LAS VEGAS,NV,89149,Clark,camco,camco,camco,camco,po box 400518,False
ASHMORE HOMEOWNERS ASSOCIATION,0602442015-1,REG,148,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave,False
ASHTON PARK @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,117,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 33D FL,LAS VEGAS,NV,89135,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ASHTON PLACE MAINTENANCE CORPORATION,20018-2004,REG,88,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
ASPEN GLEN @ SUMMERLIN NORTH,SAME AS MASTER,SAM,130,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,terra west management service,terra west management service,terra west management service,terra west management service,11135 s cimarron rd,False
ASPEN HILLS II ASSOCIATION,27887-1998,REG,206,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE STE. 911,HENDERSON,NV,89014,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
ASPEN MEADOWS HOMEOWNERS ASSOCIATION,30597-2000,SUB,113,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ASPEN PEAK HOMEOWNERS ASSOCIATION INC,21791-2003,REG,300,(702) 202-4330,C/O PANDG,129 W LAKE MEAD PKWY STE 16,HENDERSON,NV,89015,Clark,camco,camco,camco,camco,4775 w teco ave st 140,False
ASPEN WOODS OWNERS ASSOCIATION,10786-1992,REG,15,(775) 831-5345,"C/O SWISS TIME MANAGEMENT, LLC",PO BOX 6005,INCLINE VILLAGE,NV,89450,Washoe,nevada community management,nevada community management,nevada community management,nevada community management,704 w nye ln,False
ASPIRE @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,59,,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 BLUE DIAMOND RD,LAS VEGAS,NV,89178,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
ASSOCIATION OF HOMEOWNERS OF TIBURON ESTATES - 3,4689-1978,REG,211,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
ASTORIA ESTATES PROPERTY OWNERS ASSOCIATION,7689-1989,REG,7,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
ASTORIA IRON MOUNTAIN HOMEOWNERS' ASSOCIATION,20500-1999,REG,178,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,3077 e warm spring rd,False
ASTORIA TRAILS NORTH HOMEOWNERS ASSOCIATION,8741-1999,REG,156,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ASTORIA TRAILS SOUTH HOMEOWNERS ASSOCIATION,10230-1999,REG,225,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS ROAD,LAS VEGAS,NV,89131,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ATRIUM GARDENS HOMEOWNERS ASSOCIATION,6726-1981,REG,208,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,3100 W SAHARA AVE STE 203,LAS VEGAS,NV,89102,Clark,seabreeze management,seabreeze management,seabreeze management,seabreeze management,8329 w sunset rd,False
AUBURN AND BRADFORD AT PROVIDENCE HOMEOWNERS' ASSOCIATION,0035752006-0,SUB,275,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,camco,camco,camco,camco,po box 400518,False
AUBURN RIDGE COMMUNITY ASSOCIATION,22472412022-7,REG,55,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara,False
