Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Durango Springs Landscape Maintenance Association,21879-2001,REG,113.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo St Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo st,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Eagle Canyon Homeowners Association,0280632005-2,REG,29.0,(702) 222-2391, Nevada Community Management,7571 Tule Springs Road,Las Vegas,NV,89131,Clark,7571 tule spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Eagle Ranch Homeowners Association,0914612005-7,REG,25.0,(702) 222-2391, Nevada Community Management,"9500 W Flamingo Road, Suite 204",Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Echo Mesa Homeowners Association Inc,1430-1990,SUB,37.0,(702) 222-2391, Nevada Community Management,7571 Tule Springs Rd,Las Vegas,NV,89131,Clark,7571 tule spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Elan Owners Association,7596-1992,REG,584.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Eldorado Vista Homeowners' Association,0578592013-5,REG,145.0,(702) 222-2391, Nevada Community Management,1485 W Warm Springs Rd Ste 107,Henderson,NV,89014,Clark,1485 w warm spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Elkhorn Ponderosa Iv Homeowners Association,0587872011-8,REG,8.0,(702) 222-2391, Nevada Community Management,9500 W. Flamingo Rd. Suite 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Falls At Hidden Canyon Homeowners Association,9817-1994,REG,241.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Gilmore Bay Homeowners Association,0106712015-3,REG,29.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Grand Canyon Homeowners Association,0128102015-6,REG,118.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Hacienda Homeowners' Association Dba Cottages At Hacienda Homeowners Association,11109-1996,REG,90.0,(702) 222-2391, Nevada Community Management,1485 W Warm Springs Rd # 107,Las Vegas,NV,89014,Clark,1485 w warm spring rd 107,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Harmony Heights Homeowners Association,0719412008-9,REG,68.0,(702) 222-2391, Nevada Community Management,9500 W. Flamingo Rd. Suite 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Heritage Del Rey Owners Association,2232-1990,REG,88.0,(702) 222-2391, Nevada Community Management,1485 W Warm Springs Rd Ste 107,Henderson,NV,89014,Clark,1485 w warm spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Hidden Canyon Homeowners Association,26607-2002,SUB,51.0,(702) 222-2391, Nevada Community Management,"9500 W Flamingo Rd, Ste 204",Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Hillpointe Park Maintenance District,1432-1991,REG,310.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Iron Mountain Estates Homeowners Association,6035-2003,REG,70.0,(702) 222-2391, Nevada Community Management,7571 Tule Springs Road,Las Vegas,NV,89131,Clark,7571 tule spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
La Cresenta Homeowners' Association,17941-2003,REG,68.0,(702) 222-2391, Nevada Community Management,7571 Tule Springs Raod,Las Vegas,NV,89131,Clark,7571 tule spring raod,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
La Mancha Summerlin Property Owners Association,3201-1993,SUB,44.0,(702) 222-2391, Nevada Community Management,"1485 W Warm Springs Road, Suite 107",Henderson,NV,89014,Clark,1485 w warm spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
La Ventina Homeowners' Association,17943-2003,REG,130.0,(702) 222-2391, Nevada Community Management,1485 W. Warm Springs Road,Henderson,NV,89014,Clark,1485 w warm spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
"Lamont Square Homeowners' Association, Inc",0495472005-1,REG,48.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd #204,Las Vegas,NV,89147,Clark,9500 w flamingo rd 204,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Lamplight Glen At Buffalo And Washburn Homeowners' Association,0242302005-7,REG,19.0,(702) 222-2391, Nevada Community Management,1485 W. Warm Springs Road #107,Henderson,NV,89014,Clark,1485 w warm spring rd 107,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Las Hadas Homeowners Association,10766-1993,REG,94.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Legends Maintenance Corporation,10446-2002,REG,427.0,(702) 222-2391, Nevada Community Management,1485 W Warm Springs Rd Ste 107,Henderson,NV,89014,Clark,1485 w warm spring rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Linkview Drive Homeowners Association Inc,10041-1989,SUB,98.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Lone Mountain Vistas Vi Homeowners Association Aka Lone Mountain West Unit 6 Homeowners Association,0281322006-7,REG,23.0,(702) 222-2391, Nevada Community Management,"9500 West Flamingo Road, Suite 204",Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Maplewood Ii Landscape Maintenance Association,26296-2004,REG,47.0,(702) 222-2391, Nevada Community Management,"9500 W. Flamingo Road, Suite 204",Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Millpond Townhomes Homeowners Association,24507-2000,REG,35.0,(702) 222-2391, Nevada Community Management,"9500 W. Flamingo Rd., Suite 204",Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
Mission Del Rey Homeowners Association,0514162005-8,REG,107.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Suite 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
"Monte Bello Homeowners Association, Inc",24337-2004,REG,87.0,(702) 222-2391, Nevada Community Management,9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,nevada community management
